HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"9001.40.00.00","1","Spectacle lenses of glass","[""prs.""]","2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9001.50.00.00","1","Spectacle lenses of other materials","[""prs.""]","2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9001.90","1","Other:","","","","","",""
"9001.90.40.00","2","Lenses","[""No.""]","Free","","45%","",""
"9001.90.50.00","2","Prisms","[""No.""]","Free","","65%","",""
"9001.90.60.00","2","Mirrors","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9001.90.80.00","3","Halftone screens designed for use in engraving or photographic processes","[""No.""]","Free","","25%","",""
"9001.90.90.00","3","Other","[""No.""]","Free","","85%","",""
"9002","0","Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof:","","","","","",""
"","1","Objective lenses and parts and accessories thereof:","","","","","",""
"9002.11","2","For cameras, projectors or photographic enlargers or reducers:","","","","","",""
"9002.11.40.00","3","Projection","[""No.""]","2.45%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"9002.11.60.00","4","Mounted lenses suitable for use in, and entered separately from, closed-circuit television cameras, with or without attached electrical or non-electrical closed-circuit television camera connectors, and with or without attached motors","[""No.""]","Free","","45%","",""
"9002.11.90.00","4","Other","[""No.""]","2.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9002.19.00.00","2","Other","[""No.""]","Free","","45%","",""
"9002.20","1","Filters and parts and accessories thereof:","","","","","",""
"9002.20.40.00","2","Photographic","[""No.""]","Free","","20%","",""
"9002.20.80.00","2","Other","[""No.""]","Free","","65%","",""
"9002.90","1","Other:","","","","","",""
"9002.90.20.00","2","Prisms","[""No.""]","Free","","65%","",""
"9002.90.40.00","2","Mirrors","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9002.90.70.00","3","Halftone screens designed for use in engraving or photographic processes","[""No.""]","Free","","25%","",""
"9002.90.85.00","3","Mounted lenses suitable for use in, and entered separately from, closed-circuit television cameras, with or without attached electrical or non-electrical closed-circuit television camera connectors, and with or without attached motors","[""No.""]","Free","","65%","",""
"9002.90.95.00","3","Other","[""No.""]","Free","","65%","",""
"9003","0","Frames and mountings for spectacles, goggles or the like, and parts thereof:","","","","","",""
"","1","Frames and mountings:","","","","","",""
"9003.11.00.00","2","Of plastics","[""doz.""]","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"9003.19.00.00","2","Of other materials","[""doz.""]","Free","","50%","",""
"9003.90.00.00","1","Parts","[""No.""]","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"9004","0","Spectacles, goggles and the like, corrective, protective or other:","","","","","",""
"9004.10.00.00","1","Sunglasses","[""doz.""]","2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9004.90.00","1","Other","","2.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9004.90.00.10","2","Safety glasses or safety goggles","[""doz.""]","","","","",""
"9004.90.00.90","2","Other","[""doz.""]","","","","",""
"9005","0","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof:","","","","","",""
"9005.10.00","1","Binoculars","","Free","","60%","",""
"9005.10.00.20","2","Prism binoculars for use with infrared light","[""No.""]","","","","",""
"9005.10.00.40","2","Other prism binoculars","[""No.""]","","","","",""
"9005.10.00.80","2","Other","[""No.""]","","","","",""
"9005.80","1","Other instruments:","","","","","",""
"9005.80.40","2","Optical telescopes","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9005.80.40.20","3","For use with infrared light","[""No.""]","","","","",""
"9005.80.40.40","3","Other","[""No.""]","","","","",""
"9005.80.60.00","2","Other","[""No.""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9005.90","1","Parts and accessories (including mountings):","","","","","",""
"9005.90.40.00","2","Incorporating goods of heading 9001 or 9002","[""No.""]","The rate applicable to the article of which it is a part or accessory","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","The rate applicable to the article of which it is a part or accessory","",""
"9005.90.80.01","2","Other","[""No.""]","The rate applicable to the article of which it is a part or accessory","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","The rate applicable to the article of which it is a part or accessory","",""
"9006","0","Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539; parts and accessories thereof:","","","","","",""
"9006.30.00.00","1","Cameras specially designed for underwater use, for aerial survey, or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes","[""No.""]","Free","","20%","",""
"9006.40","1","Instant print cameras:","","","","","",""
"9006.40.40.00","2","Fixed focus","[""No.""]","Free","","20%","",""
"","2","Other than fixed focus:","","","","","",""
"9006.40.60.00","3","Valued not over $10 each","[""No.""]","6.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.40.90.00","3","Valued over $10 each","[""No.""]","Free","","20%","",""
"","1","Other cameras:","","","","","",""
"9006.53.02","2","For roll film of a width of 35 mm","","Free","","20%","",""
"9006.53.02.05","3","With through-the-lens viewfinder (single lens reflex (SLR))","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"","4","One time use cameras:","","","","","",""
"9006.53.02.10","5","With built-in electronic stroboscopic flash","[""No.""]","","","","",""
"9006.53.02.20","5","Other","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"9006.53.02.50","5","With built-in electronic stroboscopic flash","[""No.""]","","","","",""
"9006.53.02.70","5","Other","[""No.""]","","","","",""
"9006.59","2","Other:","","","","","",""
"","3","For roll film of a width less than 35mm:","","","","","",""
"9006.59.01","4","With through-the-lens viewfinder (single lens reflex (SLR))","","Free","","20%","",""
"9006.59.01.60","5","For magnetically sensitized roll film of a width of 24 mm","[""No.""]","","","","",""
"9006.59.01.90","5","Other","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"","5","Fixed focus:","","","","","",""
"","6","Hand held:","","","","","",""
"9006.59.05","7","110 cameras","","Free","","20%","",""
"9006.59.05.20","8","With built-in electronic stroboscopic flash","[""No.""]","","","","",""
"9006.59.05.40","8","Other","[""No.""]","","","","",""
"9006.59.08.00","7","Other","[""No.""]","4%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.59.10.00","6","Other","[""No.""]","Free","","20%","",""
"","5","Other than fixed focus:","","","","","",""
"9006.59.12.00","6","Valued not over $10 each","[""No.""]","6.8%","Free(A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.59.15","6","Valued over $10 each","","Free","","20%","",""
"","7","Hand held:","","","","","",""
"","8","110 cameras:","","","","","",""
"9006.59.15.20","9","With built-in electronic stroboscopic flash","[""No.""]","","","20%","",""
"9006.59.15.40","9","Other","[""No.""]","","","","",""
"9006.59.15.60","8","Other","[""No.""]","","","","",""
"9006.59.15.80","7","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"9006.59.20.00","4","Cameras of a kind used for preparing printing plates or cylinders","[""No.""]","Free","","20%","",""
"9006.59.40","4","Fixed focus","","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.59.40.40","5","Disc cameras","[""No.""]","","","","",""
"9006.59.40.60","5","Other","[""No.""]","","","","",""
"","4","Other than fixed focus:","","","","","",""
"9006.59.60.00","5","Valued not over $10 each","[""No.""]","6.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.59.91.00","5","Valued over $10 each","[""No.""]","Free","","20%","",""
"","1","Photographic flashlight apparatus and flashbulbs:","","","","","",""
"9006.61.00","2","Discharge lamp (""electronic"") flashlight apparatus","","Free","","35%","",""
"","3","Capable of camera mounting:","","","","","",""
"9006.61.00.20","4","Capable of automatically controlling flash duration","[""No.""]","","","","",""
"9006.61.00.40","4","Other","[""No.""]","","","","",""
"9006.61.00.60","3","Other","[""No.""]","","","","",""
"9006.69.01","2","Other","","Free","","35%","",""
"9006.69.01.10","3","Flashbulbs, flashcubes and the like","[""No.""]","","","","",""
"9006.69.01.50","3","Other","[""No.""]","","","","",""
"","1","Parts and accessories:","","","","","",""
"9006.91.00.01","2","For cameras","[""No.""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9006.99.00.00","2","Other","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9007","0","Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus; parts and accessories thereof:","","","","","",""
"9007.10.00.00","1","Cameras","[""No.""]","Free","","20%","",""
"9007.20","1","Projectors:","","","","","",""
"","2","For film of less than 16 mm:","","","","","",""
"9007.20.20.00","3","With sound recording and reproducing systems; and those capable of projecting only sound motion pictures","[""No.""]","Free","","45%","",""
"9007.20.40.00","3","Other","[""No.""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Other:","","","","","",""
"9007.20.60","3","With sound recording and reproducing systems; and those capable of projecting only sound motion pictures","","Free","","45%","",""
"9007.20.60.40","4","16 mm","[""No.""]","","","","",""
"9007.20.60.80","4","Other","[""No.""]","","","","",""
"9007.20.80.00","3","Other","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Parts and accessories:","","","","","",""
"9007.91","2","For cameras:","","","","","",""
"9007.91.40.00","3","Parts","[""kg""]","Free","","20%","",""
"9007.91.80.01","3","Other","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9007.92.00.00","2","For projectors","[""kg""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9008","0","Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers; parts and accessories thereof:","","","","","",""
"9008.50","1","Projectors, enlargers and reducers:","","","","","",""
"9008.50.10.00","2","Slide projectors","[""No.""]","7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Microfilm, microfiche or other microform readers, whether or not capable of producing copies:","","","","","",""
"9008.50.20.00","3","Capable of producing copies","[""No.""]","Free","","35%","",""
"9008.50.30.00","3","Other","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9008.50.40.00","2","Other image projectors","[""No.""]","4.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9008.50.50.00","2","Photographic (other than cinematographic) enlargers and reducers","[""No.""]","Free","","20%","",""
"9008.90","1","Parts and accessories:","","","","","",""
"9008.90.40.00","2","Of image projectors, other than cinematographic","[""kg""]","Free","","35%","",""
"9008.90.80.00","2","Other","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9010","0","Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens; parts and accessories thereof:","","","","","",""
"9010.10.00.00","1","Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper","[""kg""]","2.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9010.50","1","Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes:","","","","","",""
"9010.50.10.00","2","Contact printers","[""No.""]","Free","","35%","",""
"9010.50.20.00","2","Developing tanks","[""No.""]","Free","","45%","",""
"","2","Photographic film viewers, titlers, splicers and editors, all the foregoing and combinations thereof:","","","","","",""
"","3","Articles containing an optical lens or designed to contain such a lens:","","","","","",""
"9010.50.30.00","4","Editors and combination editor-splicers, for cinematographic film","[""No.""]","Free","","45%","",""
"9010.50.40.00","4","Other","[""kg""]","Free","","45%","",""
"9010.50.50.00","3","Other","[""kg""]","Free","","35%","",""
"9010.50.60.00","2","Other","[""kg""]","Free","","35%","",""
"9010.60.00.00","1","Projection screens","[""No.""]","Free","","50%","",""
"9010.90","1","Parts and accessories:","","","","","",""
"9010.90.85.00","2","Parts and accessories of articles of subheadings 9010.50 and 9010.60","[""kg""]","Free","","45%","",""
"9010.90.95.00","2","Other","[""kg""]","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9011","0","Compound optical microscopes, including those for photomicrography, cinemicrography or microprojection; parts and accessories thereof:","","","","","",""
"9011.10","1","Stereoscopic microscopes:","","","","","",""
"9011.10.40.00","2","Provided with a means for photographing the image","[""No.""]","Free","","20%","",""
"9011.10.80.00","2","Other","[""No.""]","Free","","45%","",""
"9011.20","1","Other microscopes, for photomicrography, cinemicrography or microprojection:","","","","","",""
"9011.20.40.00","2","Provided with a means for photographing the image","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9011.20.80.00","2","Other","[""No.""]","7.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9011.80.00.00","1","Other microscopes","[""No.""]","Free","","45%","",""
"9011.90.00.00","1","Parts and accessories","[""kg""]","Free","","45%","",""
"9012","0","Microscopes other than optical microscopes; diffraction apparatus; parts and accessories thereof:","","","","","",""
"9012.10.00.00","1","Microscopes other than optical microscopes; diffraction apparatus","[""No.""]","Free","","40%","",""
"9012.90.00.00","1","Parts and accessories","[""kg""]","Free","","40%","",""
"9013","0","Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter:","","","","","",""
"9013.10","1","Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or section XVI:","","","","","",""
"","2","Telescopic sights for rifles:","","","","","",""
"9013.10.10.00","3","Not designed for use with infrared light","[""No.""]","14.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 7.45% (JP)","45%","",""
"9013.10.30.00","3","Other","[""No.""]","1.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"9013.10.45.00","3","Telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter of section XVI","[""No.""]","Free","","45%","",""
"9013.10.50.00","3","Other","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9013.20.00.00","1","Lasers, other than laser diodes","[""No.""]","Free","","35%","",""
"9013.80","1","Other devices, appliances and instruments:","","","","","",""
"9013.80.20.00","2","Hand magnifiers, magnifying glasses, loupes, thread counters and similar apparatus","[""No.""]","6.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9013.80.40.00","2","Door viewers (door eyes)","[""No.""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"9013.80.91.00","2","Other","[""No.""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9013.90","1","Parts and accessories:","","","","","",""
"9013.90.20.00","2","Of telescopic sights for rifles","[""No.""]","16%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Other:","","","","","",""
"9013.90.70.00","3","Other parts and accessories, other than for telescopic sights for fitting to arms or for periscopes","[""No.""]","Free","","45%","",""
"9013.90.80.00","3","Other","[""No.""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9014","0","Direction finding compasses; other navigational instruments and appliances; parts and accessories thereof:","","","","","",""
"9014.10","1","Direction finding compasses:","","","","","",""
"9014.10.10.00","2","Optical instruments","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9014.10.60.00","3","Gyroscopic compasses, other than electrical","[""No.""]","Free","","35%","",""
"","3","Other:","","","","","",""
"9014.10.70","4","Electrical","","Free","","40%","",""
"9014.10.70.30","5","Gyroscopic compasses","[""No.""]","","","","",""
"9014.10.70.60","5","Other","[""No.""]","","","","",""
"9014.10.90.00","4","Other","[""No.""]","Free","","45%","",""
"9014.20","1","Instruments and appliances for aeronautical or space navigation (other than compasses):","","","","","",""
"9014.20.20.00","2","Optical instruments and appliances","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9014.20.40.00","3","Automatic pilots","[""No.""]","Free","","40%","",""
"","3","Other:","","","","","",""
"9014.20.60.00","4","Electrical","[""No.""]","Free","","40%","",""
"9014.20.80","4","Other","","Free","","30%","",""
"9014.20.80.40","5","For use in civil aircraft","[""No.""]","","","","",""
"9014.20.80.80","5","Other","[""No.""]","","","","",""
"9014.80","1","Other instruments and appliances:","","","","","",""
"9014.80.10.00","2","Optical instruments","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9014.80.20.00","3","Ships' logs and depth-sounding apparatus","[""No.""]","Free","","70%","",""
"","3","Other:","","","","","",""
"9014.80.40.00","4","Electrical","[""No.""]","Free","","40%","",""
"9014.80.50.00","4","Other","[""No.""]","Free","","30%","",""
"9014.90","1","Parts and accessories:","","","","","",""
"9014.90.10.00","2","Of articles covered by subheading 9014.20.40","[""kg""]","Free","","40%","",""
"9014.90.20","2","Of articles covered by subheading 9014.20.80","","Free","","30%","",""
"9014.90.20.40","3","For use in civil aircraft","[""No.""]","","","","",""
"9014.90.20.80","3","Other","[""No.""]","","","","",""
"9014.90.40.00","2","Of articles covered by subheading 9014.80.50","[""kg""]","Free","","30%","",""
"9014.90.60.00","2","Other","[""kg""]","Free","","40%","",""
"9015","0","Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders; parts and accessories thereof:","","","","","",""
"9015.10","1","Rangefinders:","","","","","",""
"9015.10.40.00","2","Electrical","[""No.""]","Free","","40%","",""
"9015.10.80.00","2","Other","[""No.""]","Free","","45%","",""
"9015.20","1","Theodolites and tachymeters (tacheometers):","","","","","",""
"9015.20.40.00","2","Electrical","[""No.""]","Free","","40%","",""
"9015.20.80.00","2","Other","[""No.""]","Free","","45%","",""
"9015.30","1","Levels:","","","","","",""
"9015.30.40.00","2","Electrical","[""No.""]","Free","","40%","",""
"9015.30.80.00","2","Other","[""No.""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9015.40","1","Photogrammetrical surveying instruments and appliances:","","","","","",""
"9015.40.40.00","2","Electrical","[""No.""]","Free","","40%","",""
"9015.40.80.00","2","Other","[""No.""]","Free","","40%","",""
"9015.80","1","Other instruments and appliances:","","","","","",""
"9015.80.20.00","2","Optical instruments and appliances","[""No.""]","Free","","45%","",""
"","2","Other:","","","","","",""
"9015.80.60.00","3","Seismographs","[""No.""]","Free","","40%","",""
"9015.80.80","3","Other","","Free","","40%","",""
"9015.80.80.40","4","Geophysical instruments and appliances","[""No.""]","","","","",""
"9015.80.80.80","4","Other","[""kg""]","","","","",""
"9015.90.01","1","Parts and accessories","","Free","","The rate applicable to the article of which it is a part or accessory","",""
"9015.90.01.10","2","Of rangefinders","[""kg""]","","","","",""
"9015.90.01.20","2","Of theodolites and tachymeters","[""kg""]","","","","",""
"9015.90.01.30","2","Of levels","[""kg""]","","","","",""
"9015.90.01.40","2","Of photogrammetrical surveying instruments and apparatus","[""kg""]","","","","",""
"9015.90.01.50","2","Of seismographs","[""kg""]","","","","",""
"9015.90.01.60","2","Of other geophysical instruments and appliances","[""kg""]","","","","",""
"9015.90.01.90","2","Other","[""kg""]","","","","",""
"9016.00","0","Balances of a sensitivity of 5 cg or better, with or without weights; parts and accessories thereof:","","","","","",""
"9016.00.20.00","1","Electrical balances and parts and accessories thereof","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","1","Other:","","","","","",""
"9016.00.40.00","2","Jewelers' balances and parts and accessories thereof","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9016.00.60.00","2","Other","[""kg""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9017","0","Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, calipers), not specified or included elsewhere in this chapter; parts and accessories thereof:","","","","","",""
"9017.10","1","Drafting tables and machines, whether or not automatic:","","","","","",""
"9017.10.40.00","2","Plotters","[""No.""]","Free","","45%","",""
"9017.10.80.00","2","Other","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9017.20","1","Other drawing, marking-out or mathematical calculating instruments:","","","","","",""
"9017.20.40.00","2","Disc calculators, slide rules and other mathematical calculating instruments","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9017.20.70.00","2","Plotters","[""No.""]","Free","","45%","",""
"9017.20.80","2","Other","","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9017.20.80.40","3","Hand operated input devices which transmit position data to computer processors or displays (digitizers)","[""No.""]","","","","",""
"9017.20.80.80","3","Other","[""kg""]","","","","",""
"9017.30","1","Micrometers, calipers and gauges:","","","","","",""
"9017.30.40.00","2","Micrometers and calipers","[""No.""]","5.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9017.30.80.00","2","Other","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9017.80.00.00","1","Other instruments","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.65%(JP)","45%","",""
"9017.90.01","1","Parts and accessories","","The rate applicable to the article of which it is a part or accessory","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","The rate applicable to the article of which it is a part or accessory","",""
"9017.90.01.05","2","Of articles of subheading 9017.10.40","[""kg""]","","","","",""
"9017.90.01.15","2","Of articles of subheading 9017.10.80","[""kg""]","","","","",""
"9017.90.01.20","2","Of articles of subheading 9017.20.40","[""kg""]","","","","",""
"9017.90.01.32","2","Of articles of subheading 9017.20.70","[""kg""]","","","","",""
"9017.90.01.36","2","Of articles of subheading 9017.20.80","[""kg""]","","","","",""
"9017.90.01.40","2","Of articles of subheading 9017.30.40","[""kg""]","","","","",""
"9017.90.01.50","2","Of articles of subheading 9017.30.80","[""kg""]","","","","",""
"9017.90.01.60","2","Other","[""kg""]","","","","",""
"9018","0","Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments; parts and accessories thereof:","","","","","",""
"","1","Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters); parts and accessories thereof:","","","","","",""
"9018.11","2","Electrocardiographs, and parts and accessories thereof:","","","","","",""
"9018.11.30.00","3","Electrocardiographs","[""No.""]","Free","","35%","",""
"9018.11.60.00","3","Printed circuit assemblies","[""No.""]","Free","","35%","",""
"9018.11.90.00","3","Other","[""No.""]","Free","","35%","",""
"9018.12.00.00","2","Ultrasonic scanning apparatus","[""No.""]","Free","","35%","",""
"9018.13.00.00","2","Magnetic resonance imaging apparatus","[""No.""]","Free","","35%","",""
"9018.14.00.00","2","Scintigraphic apparatus","[""No.""]","Free","","35%","",""
"9018.19","2","Other:","","","","","",""
"9018.19.40.00","3","Apparatus for functional exploratory examination, and parts and accessories thereof","[""No.""]","Free","","55%","",""
"","3","Other:","","","","","",""
"9018.19.55.00","4","Patient monitoring systems","[""No.""]","Free","","35%","",""
"9018.19.75.00","4","Printed circuit assemblies for parameter acquisition modules","[""No.""]","Free","","35%","",""
"9018.19.95","4","Other","","Free","","35%","",""
"9018.19.95.30","5","Basal metabolism and blood pressure apparatus","[""No.""]","","","","",""
"9018.19.95.35","5","Electroencephalographs (EEG) and electromyographs (EMG)","[""No.""]","","","","",""
"9018.19.95.50","5","Other apparatus","[""No.""]","","","","",""
"9018.19.95.60","5","Parts and accessories","[""No.""]","","","","",""
"9018.20.00","1","Ultraviolet or infrared ray apparatus, and parts and accessories thereof","","Free","","35%","",""
"9018.20.00.40","2","Therapeutic","[""No.""]","","","","",""
"9018.20.00.80","2","Other","[""No.""]","","","","",""
"","1","Syringes, needles, catheters, cannulae and the like; parts and accessories thereof:","","","","","",""
"9018.31.00","2","Syringes, with or without needles; parts and accessories thereof","","Free","","60%","",""
"","3","Syringes, with or without their needles:","","","","","",""
"9018.31.00.40","4","Hypodermic","[""No.""]","","","","",""
"9018.31.00.80","4","Other","[""No.""]","","","","",""
"9018.31.00.90","3","Parts and accessories","[""No.""]","","","","",""
"9018.32.00.00","2","Tubular metal needles and needles for sutures and parts and accessories thereof","[""No.""]","Free","","55%","",""
"9018.39.00","2","Other","","Free","","30%","",""
"","3","Bougies, catheters, drains and sondes, and parts and accessories thereof:","","","","","",""
"9018.39.00.20","4","Rubber catheters","[""doz.""]","","","","",""
"9018.39.00.40","4","Other","[""No.""]","","","","",""
"9018.39.00.50","3","Other","[""No.""]","","","","",""
"","1","Other instruments and appliances, used in dental sciences, and parts and accessories thereof:","","","","","",""
"9018.41.00.00","2","Dental drill engines, whether or not combined on a single base with other dental equipment, and parts and accessories thereof","[""No.""]","Free","","35%","",""
"9018.49","2","Other:","","","","","",""
"9018.49.40.00","3","Dental burs","[""gross""]","Free","","35%","",""
"9018.49.80","3","Other","","Free","","35%","",""
"9018.49.80.40","4","Dental hand instruments and parts and accessories thereof","[""No.""]","","","","",""
"9018.49.80.80","4","Other","[""No.""]","","","","",""
"9018.50.00.00","1","Other ophthalmic instruments and appliances and parts and accessories thereof","[""No.""]","Free","","60%","",""
