HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","1","Mattresses:","","","","","",""
"9404.21.00","2","Of cellular rubber or plastics, whether or not covered","","3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9404.21.00.10","3","For use in a crib or toddler bed","[""No.""]","","","","",""
"9404.21.00.13","3","Of a width exceeding 91 cm, of a length exceeding 184 cm, and a depth exceeding 8 cm","[""No.""]","","","","",""
"9404.21.00.95","3","Other","[""No.""]","","","","",""
"9404.29","2","Of other materials:","","","","","",""
"9404.29.10","3","Of cotton","","3%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","40%","",""
"9404.29.10.05","4","For use in a crib or toddler bed","[""No.""]","","","","",""
"9404.29.10.13","4","Of a width exceeding 91 cm, of a length exceeding 184 cm, and a depth exceeding 8 cm","[""No.""]","","","","",""
"9404.29.10.95","4","Other","[""No.""]","","","","",""
"9404.29.90","3","Other","","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","4","Uncovered innerspring units:","","","","","",""
"9404.29.90.05","5","For use in a crib or toddler bed","[""No.""]","","","","",""
"9404.29.90.13","5","Of a width exceeding 91 cm, of a length exceeding 184 cm, and of a depth exceeding 8 cm","[""No.""]","","","","",""
"9404.29.90.50","5","Other","[""No.""]","","","","",""
"","4","Other:","","","","","",""
"9404.29.90.85","5","For use in a crib or toddler bed","[""No.""]","","","","",""
"9404.29.90.87","5","Of a width exceeding 91 cm, of a length exceeding 184 cm, and a depth exceeding 8 cm","[""No.""]","","","","",""
"9404.29.90.95","5","Other","[""No.""]","","","","",""
"9404.30","1","Sleeping bags:","","","","","",""
"9404.30.40.00","2","Containing 20 percent or more by weight of feathers and/or down","[""No.""]","4.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"9404.30.80.00","2","Other","[""No.""]","9%","Free (AU,BH, CL,CO,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","78.5%","",""
"9404.40","1","Quilts, bedspreads, eiderdowns and duvets (comforters):","","","","","",""
"9404.40.10.00","2","Of cotton, not containing any embroidery, lace, braid, edging, trimming, piping exceeding 6.35 mm or applique work (362)","[""No."",""kg""]","4.4%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"9404.40.90","2","Other","","12.8%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"9404.40.90.05","3","With outer shell of cotton (362)","[""No."",""kg""]","","","","",""
"9404.40.90.22","3","With outer shell of man-made fibers (666)","[""No."",""kg""]","","","","",""
"","3","With outer shell of other textile materials:","","","","","",""
"9404.40.90.23","4","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"9404.40.90.36","4","Other (899)","[""No."",""kg""]","","","","",""
"9404.90","1","Other:","","","","","",""
"","2","Pillows, cushions and similar furnishings:","","","","","",""
"9404.90.10","3","Of cotton (369)","["""",""\n""]","5.3%","Free (AU,BH,CL, CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","4","Bed pillows (with outer covering of cotton), of a kind described in statistical note 5 to this chapter:","","","","","",""
"9404.90.10.30","5","Foam fill (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"9404.90.10.60","5","Other fill (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"9404.90.10.90","4","Other (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"9404.90.20","3","Other","[""""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","4","Bed pillows, of a kind described in statistical note 5 to this chapter:","","","","","",""
"9404.90.20.30","5","Foam fill","[""No.""]","","","","",""
"9404.90.20.60","5","Other fill","[""No.""]","","","","",""
"9404.90.20.90","4","Other","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"9404.90.81.00","3","Of cotton, not containing any embroidery, lace, braid, edging, trimming, piping exceeding 6.35 mm or applique work (369)","[""No."",""<u>kg<\/u>""]","4.4%","Free (AU,BH,CL, CO,E*,IL,JO,KR, MA,OM,P,PA, PE,S,SG)","25%","",""
"9404.90.96","3","Other","","7.3%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"9404.90.96.05","4","With outer shell of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"9404.90.96.22","4","With outer shell of man-made fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"","4","With outer shell of other textile materials:","","","","","",""
"9404.90.96.23","5","Containing 85 percent or more by weight of silk or silk waste","[""No."",""kg""]","","","","",""
"9404.90.96.36","5","Other (899)","[""No."",""<u>kg<\/u>""]","","","","",""
"9404.90.96.70","4","Other","[""No."",""kg""]","","","","",""
"9405","0","Luminaires and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included:","","","","","",""
"","1","Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares:","","","","","",""
"9405.11","2","Designed for use solely with light-emitting diode (LED) light sources:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.11.40","4","Of brass","","3.9%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.11.40.10","5","Household","[""No.""]","","","","",""
"9405.11.40.20","5","Other","[""No.""]","","","","",""
"9405.11.60","4","Other","","7.6%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.11.60.10","5","Household","[""No.""]","","","","",""
"9405.11.60.20","5","Other","[""No.""]","","","","",""
"9405.11.80","3","Other","","3.9%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.11.80.10","4","Household","[""No.""]","","","","",""
"9405.11.80.20","4","Other","[""No.""]","","","","",""
"9405.19","2","Other:","","","","","",""
"","3","Of base metal","","","","","",""
"9405.19.40","4","Of brass","","3.9%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.19.40.10","5","Household","[""No.""]","","","","",""
"9405.19.40.20","5","Other","[""No.""]","","","","",""
"9405.19.60","4","Other","","7.6%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.19.60.10","5","Household","[""No.""]","","","","",""
"9405.19.60.20","5","Other","[""No.""]","","","","",""
"9405.19.80","3","Other","","3.9%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.19.80.10","4","Household","[""No.""]","","","","",""
"9405.19.80.20","4","Other","[""No.""]","","","","",""
"","1","Electric table, desk, bedside or floor-standing luminaires:","","","","","",""
"9405.21","2","Designed for use solely with light-emitting diode (LED) light sources:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.21.40","4","Of brass","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9405.21.40.10","5","Household","[""No.""]","","","","",""
"9405.21.40.20","5","Other","[""No.""]","","","","",""
"9405.21.60","4","Other","","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.21.60.10","5","Household","[""No.""]","","","","",""
"9405.21.60.20","5","Other","[""No.""]","","","","",""
"9405.21.80","3","Other","","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.21.80.10","4","Household","[""No.""]","","","","",""
"9405.21.80.20","4","Other","[""No.""]","","","","",""
"9405.29","2","Other:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.29.40","4","Of brass","","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9405.29.40.10","5","Household","[""No.""]","","","","",""
"9405.29.40.20","5","Other","[""No.""]","","","","",""
"9405.29.60","4","Other","","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.29.60.10","5","Household","[""No.""]","","","","",""
"9405.29.60.20","5","Other","[""No.""]","","","","",""
"9405.29.80","3","Other","","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.29.80.10","4","Household","[""No.""]","","","","",""
"9405.29.80.20","4","Other","[""No.""]","","","","",""
"","1","Lighting strings of a kind used for Christmas trees:","","","","","",""
"9405.31.00","2","Designed for use solely with light-emitting diode (LED) light sources","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"9405.31.00.10","3","Miniature series wired sets","[""No.""]","","","","",""
"9405.31.00.40","3","Other","[""No.""]","","","","",""
"9405.39.00","2","Other","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"9405.39.00.10","3","Miniature series wired sets","[""No.""]","","","","",""
"9405.39.00.40","3","Other","[""No.""]","","","","",""
"","1","Other electric luminaires and lighting fittings:","","","","","",""
"9405.41","2","Photovoltaic, designed for use solely with light- emitting diode (LED) light sources:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.41.40.00","4","Of brass","[""No.""]","4.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.41.60.00","4","Other","[""No.""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"9405.41.82.00","4","Light-emitting diode (LED) backlights modules, the foregoing which are lighting sources that consist of one or more LEDs and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlights illumination for liquid crystal displays(LCDs)","[""No.""]","Free","","35%","",""
"9405.41.84","4","Other","","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.41.84.10","5","Other lighting sets","[""No.""]","","","","",""
"9405.41.84.40","5","Other","[""No.""]","","","","",""
"9405.42","2","Other, designed for use solely with light-emitting diode (LED) light sources:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.42.40.00","4","Of brass","[""No.""]","4.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.42.60.00","4","Other","[""No.""]","6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"9405.42.82.00","4","Light-emitting diode (LED) backlights modules, the foregoing which are lighting sources that consist of one or more LEDs and one or more connectors and are mounted on a printed circuit or other similar substrate, and other passive components, whether or not combined with optical components or protective diodes, and used as backlights illumination for liquid crystal displays(LCDs)","[""No.""]","Free","","35%","",""
"9405.42.84","4","Other","","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.42.84.10","5","Other lighting sets","[""No.""]","","","","",""
"9405.42.84.40","5","Other","[""No.""]","","","","",""
"9405.49.00.00","2","Other","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"9405.50","1","Non-electrical luminaires and lighting fittings:","","","","","",""
"9405.50.20.00","2","Incandescent luminaires designed to be operated by  propane or other gas, or by compressed air and  kerosene or gasoline","[""No.""]","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Other:","","","","","",""
"9405.50.30.00","3","Of brass","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.50.40.00","3","Other","[""No.""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","1","Illuminated signs, illuminated name-plates and the like:","","","","","",""
"9405.61","2","Designed for use solely with light-emitting diode (LED) light sources:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.61.20.00","4","Of brass","[""No.""]","5.7%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.61.40.00","4","Other","[""No.""]","6%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.61.60.00","3","Other","[""No.""]","5.3%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9405.69","2","Other:","","","","","",""
"","3","Of base metal:","","","","","",""
"9405.69.20.00","4","Of brass","[""No.""]","5.7%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.69.40.00","4","Other","[""No.""]","6%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.69.60.00","3","Other","[""No.""]","5.3%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"","1","Parts:","","","","","",""
"9405.91","2","Of glass:","","","","","",""
"","3","Globes and shades:","","","","","",""
"9405.91.10.00","4","Of lead crystal","[""No.""]","12%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9405.91.30.00","4","Other","[""No.""]","12%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9405.91.40.00","3","Chimneys","[""doz.""]","7.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"9405.91.60","3","Other","","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"9405.91.60.40","4","Prisms and other glass articles of a kind used in chandeliers and wall brackets, and articles thereof","[""kg""]","","","","",""
"9405.91.60.80","4","Other","[""kg""]","","","","",""
"9405.92.00.00","2","Of plastics","[""kg""]","3.7%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9405.99","2","Other:","","","","","",""
"9405.99.20.00","3","Of brass","[""kg""]","3.9%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.99.40","3","Other","","6%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9405.99.40.10","4","Lampposts and bases for lampposts, of cast iron","[""No.""]","","","","",""
"9405.99.40.20","4","Lampposts and bases for lampposts, of aluminum","[""No.""]","","","","",""
"9405.99.40.90","4","Other","[""kg""]","","","","",""
"9406","0","Prefabricated buildings:","","","","","",""
"9406.10.00.00","1","Of wood","[""No."",""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"9406.20.00.00","1","Modular building units, of steel","[""No."",""m<sup>2<\/sup>""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9406.90.01","1","Other","","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Of metal:","","","","","",""
"","3","Greenhouses:","","","","","",""
"9406.90.01.10","4","Commercial","[""No."",""m<sup>2<\/sup>""]","","","","",""
"9406.90.01.20","4","Other","[""No."",""m<sup>2<\/sup>""]","","","","",""
"9406.90.01.30","3","Other","[""No."",""m<sup>2<\/sup>""]","","","","",""
"","2","Other:","","","","","",""
"9406.90.01.50","3","Animal sheds of plastic","[""No."",""kg""]","","","","",""
"9406.90.01.90","3","Other","[""No.""]","","","","",""
"9503.00.00","0","Tricycles, scooters, pedal cars and similar wheeled toys; dollsʼ carriages; dolls, other toys; reduced-scale (“scaleˮ) models and similar recreational models, working or not; puzzles of all kinds; parts and accessories thereof","","Free","","70%","",""
"","1","“Childrenʼs productsˮ as defined in 15 U.S.C. § 2052:","","","","","",""
"","2","Inflatable toy balls, balloons and punchballs, of rubber:","","","","","",""
"","3","Labeled or determined by importer as intended for use by persons:","","","","","",""
"9503.00.00.11","4","Under 3 years of age","[""No.""]","","","","",""
"9503.00.00.13","4","3 to 12 years of age","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"","3","Labeled or determined by importer as intended for use by persons:","","","","","",""
"9503.00.00.71","4","Under 3 years of age","[""No.""]","","","","",""
"9503.00.00.73","4","3 to 12 years of age","[""No.""]","","","","",""
"9503.00.00.90","1","Other","[""No.""]","","","","",""
"9504","0","Video game consoles and machines, table or parlor games, including pinball machines, billiards, special tables for casino games and automatic bowling equipment, amusement machines operated by coins, banknotes, bank cards, tokens or by any other means of payment:","","","","","",""
"9504.20","1","Articles and accessories for billiards of all kinds:","","","","","",""
"9504.20.20.00","2","Balls","[""No.""]","Free","","50%","",""
"9504.20.40.00","2","Chalk","[""No.""]","Free","","25%","",""
"9504.20.60.00","2","Tables","[""No.""]","Free","","33 1/3%","",""
"9504.20.80.00","2","Other, including parts and accessories","[""kg""]","Free","","33 1/3%","",""
"9504.30.00","1","Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment; parts and accessories thereof","","Free","","35%","",""
"9504.30.00.10","2","Video","[""No.""]","","","","",""
"","2","Other:","","","","","",""
"","3","Games:","","","","","",""
"9504.30.00.20","4","Pinball machines and bell-type machines and consoles","[""No.""]","","","","",""
"9504.30.00.40","4","Other","[""No.""]","","","","",""
"9504.30.00.60","3","Parts and accessories","[""No.""]","","","","",""
"9504.40.00.00","1","Playing cards","[""pack""]","Free","","10¢/pack + 20%","",""
"9504.50.00.00","1","Video game consoles and machines, other than those of subheading 9504.30, and parts and accessories thereof","[""No.""]","Free","","35%","",""
"9504.90","1","Other:","","","","","",""
"9504.90.40.00","2","Game machines, other than those operated by coins, banknotes (paper currency), discs or similar articles; parts and accessories thereof","[""No.""]","Free","","35%","",""
"","2","Other:","","","","","",""
"9504.90.60.00","3","Chess, checkers, parchisi, backgammon, darts and other games played on boards of a special design, all the foregoing games and parts there of (including their boards); mah-jong and dominoes; any of the foregoing games in combination with each other, or with other games, packaged together as a unit in immediate containers of a type used in retail sales; poker chips and dice","[""No.""]","Free","","40%","",""
"9504.90.90","3","Other","","Free","","40%","",""
"9504.90.90.40","4","Bowling balls","[""No.""]","","","","",""
"9504.90.90.60","4","Bowling equipment and parts and accessories thereof","[""No.""]","","","","",""
"9504.90.90.80","4","Other","[""No.""]","","","","",""
"9505","0","Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof:","","","","","",""
"9505.10","1","Articles for Christmas festivities and parts and accessories thereof:","","","","","",""
"","2","Christmas ornaments:","","","","","",""
"9505.10.10.00","3","Of glass","[""No.""]","Free","","60%","",""
"","3","Other:","","","","","",""
"9505.10.15.00","4","Of wood","[""No.""]","Free","","20%","",""
"9505.10.25.00","4","Other","[""No.""]","Free","","20%","",""
"9505.10.30.00","2","Nativity scenes and figures thereof","[""No.""]","Free","","80%","",""
"","2","Other:","","","","","",""
"9505.10.40","3","Of plastics","","Free","","60%","",""
"9505.10.40.10","4","Artificial Christmas trees","[""No.""]","","","","",""
"9505.10.40.20","4","Other","[""No.""]","","","","",""
"9505.10.50","3","Other","","Free","","90%","",""
"9505.10.50.10","4","Artificial Christmas trees","[""No.""]","","","","",""
"9505.10.50.20","4","Other","[""No.""]","","","","",""
"9505.90","1","Other:","","","","","",""
"9505.90.20.00","2","Magic tricks and practical joke articles; parts and accessories thereof","[""No.""]","Free","","70%","",""
"9505.90.40.00","2","Confetti, paper spirals or streamers, party favors and noisemakers; parts and accessories thereof","[""No.""]","Free","","45%","",""
"9505.90.60.00","2","Other","[""No.""]","Free","","25%","",""
"9506","0","Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and wading pools; parts and accessories thereof:","","","","","",""
"","1","Snow-skis and other snow-ski equipment; parts and accessories thereof:","","","","","",""
"9506.11","2","Skis and parts and accessories thereof, except ski poles:","","","","","",""
"9506.11.20.00","3","Cross-country skis","[""prs.""]","Free","","33 1/3%","",""
"9506.11.40","3","Other skis","","2.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"9506.11.40.10","4","Snowboards","[""No.""]","","","","",""
"9506.11.40.80","4","Other","[""prs.""]","","","","",""
"9506.11.60.00","3","Parts and accessories","[""No.""]","Free","","45%","",""
"9506.12","2","Ski bindings and parts and accessories thereof:","","","","","",""
"9506.12.40.00","3","Cross-country","[""No.""]","Free","","45%","",""
"9506.12.80.00","3","Other","[""No.""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9506.19","2","Other:","","","","","",""
"9506.19.40.00","3","Cross-country","[""No.""]","Free","","45%","",""
"9506.19.80","3","Other","","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9506.19.80.40","4","Ski poles and parts and accessories thereof","[""No.""]","","","","",""
"9506.19.80.80","4","Other","[""No.""]","","","","",""
"","1","Water skis, surf boards, sailboards and other water- sport equipment; parts and accessories thereof:","","","","","",""
"9506.21","2","Sailboards and parts and accessories thereof:","","","","","",""
"9506.21.40.00","3","Sailboards","[""No.""]","Free","","30%","",""
"9506.21.80.00","3","Parts and accessories","[""No.""]","Free","","30%","",""
"9506.29.00","2","Other","","Free","","40%","",""
"9506.29.00.20","3","Water skis","[""prs.""]","","","","",""
"9506.29.00.30","3","Surf boards","[""No.""]","","","","",""
"9506.29.00.80","3","Other","[""No.""]","","","","",""
"","1","Golf clubs and other golf equipment; parts and accessories thereof:","","","","","",""
"9506.31.00.00","2","Golf clubs, complete","[""No.""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.32.00.00","2","Balls","[""doz.""]","Free","","30%","",""
"9506.39.00","2","Other","","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.39.00.60","3","Parts of golf clubs","[""No.""]","","","","",""
"9506.39.00.80","3","Other","[""No.""]","","","","",""
"9506.40.00.00","1","Articles and equipment for table-tennis, and parts and accessories thereof","[""No.""]","5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","1","Tennis, badminton or similar rackets, whether or not strung; parts and accessories thereof:","","","","","",""
"9506.51","2","Lawn-tennis rackets, whether or not strung, and parts and accessories thereof:","","","","","",""
"9506.51.20.00","3","Rackets, strung","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.51.40.00","3","Rackets, not strung","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.51.60.00","3","Parts and accessories","[""No.""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.59","2","Other:","","","","","",""
"9506.59.40","3","Badminton rackets and parts and accessories thereof","","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.59.40.40","4","Rackets and racket frames","[""No.""]","","","","",""
"9506.59.40.80","4","Other parts and accessories","[""No.""]","","","","",""
"9506.59.80","3","Other","","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9506.59.80.20","4","Racquetball rackets","[""No.""]","","","","",""
"9506.59.80.40","4","Squash rackets","[""No.""]","","","","",""
"9506.59.80.60","4","Other, including parts and accessories","[""No.""]","","","","",""
"","1","Balls, other than golf balls and table-tennis balls:","","","","","",""
"9506.61.00.00","2","Lawn-tennis balls","[""No.""]","Free","","30%","",""
"9506.62","2","Inflatable balls:","","","","","",""
"9506.62.40","3","Footballs and soccer balls","","Free","","30%","",""
"9506.62.40.40","4","Footballs","[""No.""]","","","","",""
"9506.62.40.80","4","Soccer balls","[""No.""]","","","","",""
"9506.62.80","3","Other","","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.62.80.20","4","Basketballs","[""No.""]","","","","",""
"9506.62.80.40","4","Volleyballs","[""No.""]","","","","",""
"9506.62.80.60","4","Other","[""No.""]","","","","",""
"9506.69","2","Other:","","","","","",""
"9506.69.20","3","Baseballs and softballs","","Free","","30%","",""
"9506.69.20.40","4","Baseballs","[""No.""]","","","","",""
"9506.69.20.80","4","Softballs","[""No.""]","","","","",""
"9506.69.40.00","3","Noninflatable hollow balls not over 19 cm in diameter","[""No.""]","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9506.69.60","3","Other","","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.69.60.10","4","Polo balls","[""No.""]","","","","",""
"9506.69.60.20","4","Other","[""No.""]","","","","",""
"9506.70","1","Ice skates and roller skates, including skating boots with skates attached; parts and accessories thereof:","","","","","",""
"9506.70.20","2","Roller skates and parts and accessories thereof","","Free","","20%","",""
"9506.70.20.10","3","Attached to boots","[""prs.""]","","","","",""
"9506.70.20.90","3","Other","[""No.""]","","","","",""
"9506.70.40.00","2","Ice skates with footwear permanently attached","[""prs.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9506.70.60","2","Other, including parts and accessories for ice skates with footwear permanently attached","","Free","","20%","",""
"9506.70.60.40","3","Ice skates","[""prs.""]","","","","",""
"9506.70.60.80","3","Parts and accessories","[""prs.""]","","","","",""
"","1","Other:","","","","","",""
"9506.91.00","2","Articles and equipment for general physical exercise, gymnastics or athletics; parts and accessories thereof","","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9506.91.00.10","3","Exercise cycles","[""No.""]","","","","",""
"9506.91.00.20","3","Exercise rowing machines","[""No.""]","","","","",""
"9506.91.00.30","3","Other","[""No.""]","","","","",""
"9506.99","2","Other:","","","","","",""
"9506.99.05","3","Archery articles and equipment and parts and accessories thereof","","Free","","35%","",""
"9506.99.05.10","4","Bows and bow parts","[""No.""]","","","","",""
