HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0805.40","1","Grapefruit and pomelos:","","","","","",""
"0805.40.40","2","If entered during the period from August 1 to September 30, inclusive, in any year","","1.9¢/kg","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.3¢/kg","",""
"0805.40.40.10","3","Grapefruit","[""kg""]","","","","",""
"0805.40.40.90","3","Pomelo","[""kg""]","","","","",""
"0805.40.60.00","2","If entered during the month of October","[""kg""]","1.5¢/kg","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.3¢/kg","",""
"0805.40.80","2","If entered at any other time","","2.5¢/kg","Free (AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.3¢/kg","",""
"0805.40.80.10","3","Grapefruit","[""kg""]","","","","",""
"0805.40.80.90","3","Pomelo","[""kg""]","","","","",""
"0805.50","1","Lemons (<i>Citrus limon, Citrus limonum</i>) and limes (<i>Citrus aurantifolia, Citrus latifolia</i>):","","","","","",""
"0805.50.20","2","Lemons","","2.2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","5.5¢/kg","",""
"0805.50.20.10","3","Certified organic","[""kg""]","","","","",""
"0805.50.20.50","3","Other","[""kg""]","","","","",""
"","2","Limes:","","","","","",""
"0805.50.30","3","Tahitian limes, Persian limes and other limes of the <i>Citrus latifolia</i> variety","[""kg""]","0.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0805.50.30.20","4","Certified organic","[""kg""]","","","","",""
"0805.50.30.40","4","Other","[""kg""]","","","","",""
"0805.50.40.00","3","Other","[""kg""]","1.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0805.90.01.00","1","Other, including kumquats, citrons and bergamots","[""kg""]","0.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0806","0","Grapes, fresh or dried:","","","","","",""
"0806.10","1","Fresh:","","","","","",""
"0806.10.20","2","If entered during the period from February 15 to March 31, inclusive, in any year","","$1.13/m<sup>3</sup>","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","$8.83/m<sup>3</sup>","",""
"0806.10.20.05","3","Certified organic","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"0806.10.20.15","4","Red varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.20.25","4","White varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.20.35","4","Black varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.20.45","4","Other","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.40","2","If entered during the period from April 1 to June 30, inclusive, in any year","","Free","","$8.83/m<sup>3</sup>","",""
"0806.10.40.05","3","Certified organic","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"0806.10.40.15","4","Red varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.40.25","4","White varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.40.35","4","Black varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.40.45","4","Other","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.60","2","If entered at any other time","","$1.80/m<sup>3</sup>","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","$8.83/m<sup>3</sup>","",""
"0806.10.60.05","3","Certified organic","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"0806.10.60.15","4","Red varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.60.25","4","White varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.60.35","4","Black varieties","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.10.60.45","4","Other","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>"",""kg""]","","","","",""
"0806.20","1","Dried:","","","","","",""
"","2","Raisins:","","","","","",""
"0806.20.10","3","Made from seedless grapes","","1.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0806.20.10.10","4","Currants","[""kg""]","","","","",""
"0806.20.10.20","4","Sultanas","[""kg""]","","","","",""
"0806.20.10.90","4","Other","[""kg""]","","","","",""
"0806.20.20.00","3","Other raisins","[""kg""]","2.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","4.4¢/kg","",""
"0806.20.90.00","2","Other dried grapes","[""kg""]","3.5¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0807","0","Melons (including watermelons) and papayas (papaws), fresh:","","","","","",""
"","1","Melons (including watermelons):","","","","","",""
"0807.11","2","Watermelons:","","","","","",""
"0807.11.30","3","If entered during the period from December 1, in any year, to the following March 31, inclusive","","9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4.5% (JP)","35%","",""
"","4","Seedless:","","","","","",""
"","5","Certified organic:","","","","","",""
"0807.11.30.20","6","Miniature type of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0807.11.30.40","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"0807.11.30.60","6","Miniature type of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0807.11.30.80","6","Other","[""kg""]","","","","",""
"0807.11.30.90","4","Other","[""kg""]","","","","",""
"0807.11.40","3","If entered at any other time","","17%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","4","Seedless:","","","","","",""
"","5","Certified organic:","","","","","",""
"0807.11.40.20","6","Miniature type of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0807.11.40.40","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"0807.11.40.60","6","Miniature type of a kind described in statistical note 2 to this chapter","[""kg""]","","","","",""
"0807.11.40.80","6","Other","[""kg""]","","","","",""
"0807.11.40.90","4","Other","[""kg""]","","","","",""
"0807.19","2","Other:","","","","","",""
"","3","Cantaloupes:","","","","","",""
"0807.19.10.00","4","If entered during the period from August 1 to September 15, inclusive, in any year","[""kg""]","12.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 6.4% (JP)","35%","",""
"0807.19.20.00","4","If entered at any other time","[""kg""]","29.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Ogen and Galia melons:","","","","","",""
"0807.19.50.00","4","If entered during the period from December 1, in any year, to the following May 31, inclusive","[""kg""]","1.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0807.19.60.00","4","If entered at any other time","[""kg""]","6.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.15% (JP)","35%","",""
"","3","Other:","","","","","",""
"0807.19.70","4","If entered during the period from December 1, in any year, to the following May 31, inclusive","[""kg""]","5.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)2.7% (JP)","35%","",""
"0807.19.70.20","5","Honeydew melons","[""kg""]","","","","",""
"0807.19.70.40","5","Other","[""kg""]","","","","",""
"0807.19.80","4","If entered at any other time","[""kg""]","28%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 14% (JP)","35%","",""
"0807.19.80.20","5","Honeydew melons","[""kg""]","","","","",""
"0807.19.80.40","5","Other","[""kg""]","","","","",""
"0807.20.00.00","1","Papayas (papaws)","[""kg""]","5.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0808","0","Apples, pears and quinces, fresh:","","","","","",""
"0808.10.00","1","Apples","","Free","","1.1¢/kg","",""
"0808.10.00.30","2","Valued not over 22¢ per kg","[""kg""]","","","","",""
"","2","Valued over 22¢ per kg:","","","","","",""
"0808.10.00.45","3","Certified organic","[""kg""]","","","","",""
"0808.10.00.65","3","Other","[""kg""]","","","","",""
"0808.30","1","Pears:","","","","","",""
"0808.30.20","2","If entered during the period from April 1 to June 30, inclusive, in any year","","Free","","1.1¢/kg","",""
"0808.30.20.15","3","Certified organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0808.30.20.35","4","Asian pears (<i>Pyrus pyrifolia</i>)","[""kg""]","","","","",""
"0808.30.20.45","4","Other","[""kg""]","","","","",""
"0808.30.40","2","If entered at any other time","","0.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0808.30.40.15","3","Certified organic","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0808.30.40.35","4","Asian pears (<i>Pyrus pyrifolia</i>)","[""kg""]","","","","",""
"0808.30.40.45","4","Other","[""kg""]","","","","",""
"0808.40","1","Quinces:","","","","","",""
"0808.40.20","2","If entered during the period from April 1 to June 30, inclusive, in any year","","Free","","1.1¢/kg","",""
"0808.40.20.15","3","Certified organic","[""kg""]","","","","",""
"0808.40.20.25","3","Other","[""kg""]","","","","",""
"0808.40.40","2","If entered at any other time","","0.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0808.40.40.15","3","Certified organic","[""kg""]","","","","",""
"0808.40.40.25","3","Other","[""kg""]","","","","",""
"0809","0","Apricots, cherries, peaches (including nectarines), plums (including prune plums) and sloes, fresh:","","","","","",""
"0809.10.00.00","1","Apricots","[""kg""]","0.2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"","1","Cherries:","","","","","",""
"0809.21.00.00","2","Sour cherries (<i>Prunus cerasus</i>)","[""kg""]","Free","","4.4¢/kg","",""
"0809.29.00.00","2","Other","[""kg""]","Free","","4.4¢/kg","",""
"0809.30","1","Peaches, including nectarines:","","","","","",""
"0809.30.20.00","2","If entered during the period from June 1 to November 30, inclusive, in any year","[""kg""]","0.2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0809.30.40","2","If entered at any other time","","Free","","1.1¢/kg","",""
"0809.30.40.10","3","Peaches","[""kg""]","","","","",""
"0809.30.40.90","3","Nectarines","[""kg""]","","","","",""
"0809.40","1","Plums (including prune plums) and sloes:","","","","","",""
"0809.40.20.00","2","If entered during the period from January 1 to May 31, inclusive, in any year","[""kg""]","Free","","1.1¢/kg","",""
"0809.40.40.00","2","If entered at any other time","[""kg""]","0.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0810","0","Other fruit, fresh:","","","","","",""
"0810.10","1","Strawberries:","","","","","",""
"0810.10.20","2","If entered during the period from June 15 to September 15, inclusive, in any year","","0.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.8¢/kg","",""
"","3","Certified organic:","","","","","",""
"0810.10.20.20","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.20.40","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0810.10.20.60","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.20.80","4","Other","[""kg""]","","","","",""
"0810.10.40","2","If entered at any other time","","1.1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.8¢/kg","",""
"","3","Certified organic:","","","","","",""
"0810.10.40.20","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.40.40","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0810.10.40.60","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.40.80","4","Other","[""kg""]","","","","",""
"0810.20","1","Raspberries, blackberries, mulberries and loganberries:","","","","","",""
"0810.20.10","2","Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year","","0.18¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.8¢/kg","",""
"","3","Raspberries:","","","","","",""
"","4","Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg:","","","","","",""
"0810.20.10.23","5","Certified organic","[""kg""]","","","","",""
"0810.20.10.28","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"0810.20.10.30","5","Certified organic","[""kg""]","","","","",""
"0810.20.10.35","5","Other","[""kg""]","","","","",""
"0810.20.10.40","3","Other","[""kg""]","","","","",""
"0810.20.90","2","Other","","Free","","2.8¢/kg","",""
"","3","Raspberries:","","","","","",""
"0810.20.90.22","4","Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg","[""kg""]","","","","",""
"0810.20.90.24","4","Other","[""kg""]","","","","",""
"","3","Blackberries:","","","","","",""
"0810.20.90.45","4","Certified organic","[""kg""]","","","","",""
"0810.20.90.60","4","Other","[""kg""]","","","","",""
"0810.20.90.90","3","Other","[""kg""]","","","","",""
"0810.30.00.00","1","Black, white or red currants and gooseberries (other than kiwifruit)","[""kg""]","Free","","2.8¢/kg","",""
"0810.40.00","1","Cranberries, blueberries and other fruits of the genus <i>Vaccinium</i>","","Free","","2.8¢/kg","",""
"","2","Blueberries:","","","","","",""
"0810.40.00.24","3","Wild","[""kg""]","","","","",""
"","3","Cultivated (including highbush):","","","","","",""
"0810.40.00.26","4","Certified organic","[""kg""]","","","","",""
"0810.40.00.29","4","Other","[""kg""]","","","","",""
"0810.40.00.30","2","Cranberries","[""kg""]","","","","",""
"0810.40.00.40","2","Other","[""kg""]","","","","",""
"0810.50.00","1","Kiwifruit","","Free","","2.8¢/kg","",""
"0810.50.00.10","2","Certified organic","[""kg""]","","","","",""
"0810.50.00.90","2","Other","[""kg""]","","","","",""
"0810.60.00.00","1","Durians","[""kg""]","2.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0810.70.00.00","1","Persimmons","[""kg""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0810.90","1","Other:","","","","","",""
"0810.90.27","2","Other berries; tamarinds","","Free","","2.8¢/kg","",""
"0810.90.27.30","3","Tamarinds","[""kg""]","","","","",""
"0810.90.27.60","3","Berries","[""kg""]","","","","",""
"0810.90.46","2","Other","","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0810.90.46.20","3","Cactus pears","[""kg""]","","","","",""
"0810.90.46.30","3","Dragon fruit","[""kg""]","","","","",""
"0810.90.46.40","3","Jackfruit","[""kg""]","","","","",""
"0810.90.46.50","3","Lychee","[""kg""]","","","","",""
"0810.90.46.60","3","Pomegranates","[""kg""]","","","","",""
"0810.90.46.70","3","Rambutan","[""kg""]","","","","",""
"0810.90.46.75","3","Tomatillos","[""kg""]","","","","",""
"0810.90.46.80","3","Other","[""kg""]","","","","",""
"0811","0","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter:","","","","","",""
"0811.10.00","1","Strawberries","","11.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.10.00.20","2","In immediate containers each holding not more than 1.2 liters","[""kg""]","","","","",""
"","2","In immediate containers each holding more than 1.2 liters:","","","","","",""
"","3","Containing cane and/or beet sugar:","","","","","",""
"0811.10.00.50","4","Not more than 25 percent by weight","[""kg""]","","","","",""
"0811.10.00.60","4","More than 25 percent by weight","[""kg""]","","","","",""
"0811.10.00.70","3","Other","[""kg""]","","","","",""
"0811.20","1","Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries (other than kiwi fruit):","","","","","",""
"0811.20.20","2","Raspberries, loganberries, black currants and gooseberries (other than kiwi fruit)","","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Raspberries:","","","","","",""
"0811.20.20.25","4","Red Raspberries","[""kg""]","","","","",""
"0811.20.20.35","4","Other","[""kg""]","","","","",""
"0811.20.20.40","3","Other","[""kg""]","","","","",""
"0811.20.40","2","Other","","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.20.40.30","3","Blackberries","[""kg""]","","","","",""
"0811.20.40.90","3","Other","[""kg""]","","","","",""
"0811.90","1","Other:","","","","","",""
"0811.90.10.00","2","Bananas and plantains","[""kg""]","3.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.20","2","Blueberries","","Free","","35%","",""
"0811.90.20.24","3","Wild","[""kg""]","","","","",""
"","3","Cultivated (Including highbush):","","","","","",""
"0811.90.20.30","4","Certified organic","[""kg""]","","","","",""
"0811.90.20.40","4","Other","[""kg""]","","","","",""
"0811.90.22.00","2","Boysenberries","[""kg""]","11.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.25.00","2","Cashew apples, mameyes colorados, sapodillas, soursops and sweetsops","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.30.00","2","Coconut meat","[""kg""]","Free","","4.9¢/kg","",""
"0811.90.35.00","2","Cranberries (<i>Vaccinium macrocarpum</i>)","[""kg""]","Free","","35%","",""
"0811.90.40.00","2","Papayas","[""kg""]","11.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.50.00","2","Pineapples","[""kg""]","0.25¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0811.90.52.00","2","Mangoes","[""kg""]","10.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.55.00","2","Melons","[""kg""]","11.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0811.90.80","2","Other","","14.5%","Free (A+,AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Cherries:","","","","","",""
"0811.90.80.40","4","Sweet varieties","[""kg""]","","","","",""
"0811.90.80.60","4","Tart varieties","[""kg""]","","","","",""
"0811.90.80.85","3","Frozen mixes only of combinations of strawberries, blueberries, red raspberries or blackberries","[""kg""]","","","","",""
"0811.90.80.90","3","Peaches","[""kg""]","","","","",""
"0811.90.80.97","3","Other","[""kg""]","","","","",""
"0812","0","Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption:","","","","","",""
"0812.10.00.00","1","Cherries","[""kg""]","13.4¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9¢/kg","",""
"0812.90","1","Other:","","","","","",""
"0812.90.10.00","2","Mixtures of two or more fruits","[""kg""]","11.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"0812.90.20.00","3","Citrus","[""kg""]","1.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0812.90.30.00","3","Figs","[""kg""]","2.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","11¢/kg","",""
"0812.90.40.00","3","Pineapples","[""kg""]","0.25¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0812.90.50.00","3","Strawberries","[""kg""]","0.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.8¢/kg","",""
"0812.90.90.00","3","Other","[""kg""]","0.1¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0813","0","Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter:","","","","","",""
"0813.10.00.00","1","Apricots","[""kg""]","1.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0813.20","1","Prunes:","","","","","",""
"0813.20.10.00","2","Soaked in brine and dried","[""kg""]","2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0813.20.20","2","Other","","14%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0813.20.20.10","3","Dried, whether or not pitted","[""kg""]","","","","",""
"0813.20.20.90","3","Other","[""kg""]","","","","",""
"0813.30.00.00","1","Apples","[""kg""]","0.74¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0813.40","1","Other fruit:","","","","","",""
"0813.40.10.00","2","Papayas","[""kg""]","1.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Berries:","","","","","",""
"0813.40.15.00","3","Barberries","[""kg""]","3.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","5.5¢/kg","",""
"0813.40.20","3","Other","","1.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"0813.40.20.10","4","Wild blueberries","[""kg""]","","","","",""
"0813.40.20.20","4","Cultivated (including highbush) blueberries","[""kg""]","","","","",""
"0813.40.20.60","4","Other","[""kg""]","","","","",""
"0813.40.30","2","Cherries","","10.6¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"0813.40.30.10","3","Tart varieties<i>(Prunus cerasus)</i>","[""kg""]","","","","",""
"0813.40.30.90","3","Other","[""kg""]","","","","",""
"0813.40.40.00","2","Peaches","[""kg""]","1.4¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0813.40.80.00","2","Tamarinds","[""kg""]","6.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0813.40.90.00","2","Other","[""kg""]","2.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","35%","",""
"0813.50.00","1","Mixtures of nuts or dried fruits of this chapter","","14%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0813.50.00.20","2","Containing only fruit","[""kg""]","","","","",""
"0813.50.00.40","2","Containing only nuts","[""kg""]","","","","",""
"0813.50.00.60","2","Other","[""kg""]","","","","",""
"0814.00","0","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions:","","","","","",""
"0814.00.10.00","1","Orange or citron","[""kg""]","Free","","4.4¢/kg","",""
"0814.00.40.00","1","Lime","[""kg""]","1.6¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","4.4¢/kg","",""
"0814.00.80.00","1","Other","[""kg""]","1.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"0901","0","Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion:","","","","","",""
"","1","Coffee, not roasted:","","","","","",""
"0901.11.00","2","Not decaffeinated","","Free","","Free","",""
"","3","Arabica:","","","","","",""
"0901.11.00.15","4","Certified organic","[""kg""]","","","","",""
"0901.11.00.25","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0901.11.00.45","4","Certified organic","[""kg""]","","","","",""
"0901.11.00.55","4","Other","[""kg""]","","","","",""
"0901.12.00","2","Decaffeinated","","Free","","Free","",""
"0901.12.00.15","3","Certified organic","[""kg""]","","","","",""
"0901.12.00.25","3","Other","[""kg""]","","","","",""
"","1","Coffee, roasted:","","","","","",""
"0901.21.00","2","Not decaffeinated","","Free","","Free","",""
"","3","In retail containers weighing 2 kg or less:","","","","","",""
"0901.21.00.35","4","Certified organic","[""kg""]","","","","",""
"0901.21.00.45","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0901.21.00.55","4","Certified organic","[""kg""]","","","","",""
"0901.21.00.65","4","Other","[""kg""]","","","","",""
"0901.22.00","2","Decaffeinated","","Free","","Free","",""
"","3","In retail containers weighing 2 kg or less:","","","","","",""
"0901.22.00.35","4","Certified organic","[""kg""]","","","","",""
"0901.22.00.45","4","Other","[""kg""]","","","","",""
"0901.22.00.60","3","Other","[""kg""]","","","","",""
"0901.90","1","Other:","","","","","",""
"0901.90.10.00","2","Coffee husks and skins","[""kg""]","Free","","10%","",""
"0901.90.20.00","2","Coffee substitutes containing coffee","[""kg""]","1.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg","",""
"0902","0","Tea, whether or not flavored:","","","","","",""
"0902.10","1","Green tea (not fermented) in immediate packings of a content not exceeding 3 kg:","","","","","",""
"0902.10.10","2","Flavored","","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.2% (JP)","20%","",""
"0902.10.10.15","3","Certified organic","[""kg""]","","","","",""
"0902.10.10.50","3","Other","[""kg""]","","","","",""
"0902.10.90","2","Other","","Free","","Free","",""
"0902.10.90.15","3","Certified organic","[""kg""]","","","","",""
"0902.10.90.50","3","Other","[""kg""]","","","","",""
"0902.20","1","Other green tea (not fermented):","","","","","",""
